English,inuktitut
I've been studying here for three years.," , ᐃᓕᓐᓂᐊᖅᓯᒪᓕᕋᒪ , ᐊᕐᕌᒍᓄᑦ , ᐱᖓᓱᓄᑦ."
I've been studying since 2:30.," , ᐃᓕᓐᓂᐊᖅᓯᒪᓕᕋᒪ , 2:30-ᒥᓂᑦ."
I've been there already.," , ᑕᐃᑲᓃᓕᕇᖅᑐᖓ."
I've been there twice.," , ᒪᕐᕈᐊᖅᑎᖅᑐᖓ , ᑕᐃᑲᓃᓕᕋᒪ."
I've been thinking a lot about Tom.," , ᐃᓱᒪᕈᓘᔭᖅᓯᒪᕗᖓ , ᑖᒻᒥᒃ."
I've been thinking about Tom a lot.," , ᐃᓱᒪᒋᓯᒪᕙᕋ , ᑖᒻ , ᐊᒥᓱᓂᒃ."
I've been thinking about Tom's plan.," , ᐃᓱᒪᖃᑦᑕᖅᓯᒪᕗᖓ , ᑖᒻᐅᑉ , ᐸᕐᓇᐅᑎᖓᓂᒃ."
I've been to Australia once.," , ᐋᔅᑐᕇᓕᐊᓕᐊᖅᓯᒪᕗᖓ , ᐊᑕᐅᓯᐊᖅᑐᖓ."
I've been to Australia three times.," , ᐋᔅᑐᕇᓕᐊᓕᐊᖅᓯᒪᕗᖓ , ᐱᖓᓱᐊᖅᑎᖅᑐᖓ."
I've been to Boston once.," , ᐹᔅᑕᓐᒧᑦ , ᐊᑕᐅᓯᐊᖅᑐᖓ , ᐹᔅᑕᓐᒧᑦ.1 , ᑎᑭᓚᐅᖅᓯᒪᕗᖓ."
I've been to Boston one time.," , ᐹᔅᑕᓐᒧᑦ , ᐊᑕᐅᓯᐊᖅᑐᖓ , ᐹᔅᑕᓐᒧᑦ."
I've been to Boston.," , ᐹᔅᑕᓐᒧᑦ."
I've been to Paris twice.," , ᐱᐅᕆᔅ-ᒧᐊᖅᓯᒪᕗᖓ , ᒪᕐᕈᐃᖅᓱᖅᖢᖓ."
I've been to the bank.," , ᑮᓇᐅᔭᒃᑯᕕᖕᒧᐊᖅᓯᒪᕗᖓ."
I've been to the dentist's.," , ᑭᒍᓯᕆᔨᒧᐊᖅᓯᒪᕗᖓ."
I've been to the post office.," , ᑎᑎᖅᑲᓂᐊᕐᕕᒃᑯᓐᓐᓐᖏᓐᓇᒪ."
I've been told I have to do that.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑕᐃᒪᐃᒋᐊᖃᕐᓂᕋᖅᑕᐅᓪᓗᖓ."
I've been told Tom is still in Australia.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑖᒻ , ᓱᓕ , ᐋᔅᑐᕋᐃᓕᐊᒦᒻᒪᑦ."
I've been told Tom will be fired.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑖᒻ , ᐊᕕᑕᐅᓂᐊᕐᒪᑦ."
I've been told not do that anymore.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑕᐃᒪᐃᖃᑦᑕᕈᓐᓃᕐᓂᕋᖅᑕᐅᓪᓗᖓ."
I've been told not to do this.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑕᐃᒪᐃᓕᐅᖁᔭᐅᓇᖓ."
I've been told that I'm a good kisser.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑯᓂᓲᖑᒐᒪ."
I've been told that Tom is still in Australia.," , ᐅᖃᐅᔾᔭᐅᓯᒪᒐᒪ , ᑖᒻ , ᓱᓕ , ᐋᔅᑐᕋᐃᓕᐊᒦᒻᒪᑦ."
I've been told to help you.," , ᐅᖃᐅᔾᔭᐅᓯᒪᕗᖓ , ᐃᑲᔪᖁᔭᐅᓪᓗᖓ."
I've been trying to avoid Tom.," , ᑖᒻ , ᐱᑦᑕᐃᓕᒪᒐᓱᐊᖅᓯᒪᕙᕋ."
I've been trying to do that all day.," , ᐅᓪᓗᓕᒫᖅ , ᑕᐃᒪᐃᓕᐅᕋᓱᖃᑦᑕᖅᓯᒪᒐᓗᐊᖅᑐᖓ."
I've been up most of the night.," , ᐅᓐᓄᐊᓕᒫᐸᓗᒃ , ᐃᖅᑯᒪᐃᓐᓇᕋᒪ."
I've been very busy all week.," , ᐱᓇᓱᐊᕈᓯᓕᒫᒥᑦ , ᐱᔭᒃᓴᖃᕐᔪᐊᕋᒪ."
I've been very busy lately.," , ᐱᔭᒃᓴᖃᕐᔪᐊᓵᕋᒪ."
I've been very busy.," , ᐱᔭᒃᓴᓕᒻᒪᕆᐊᓘᓯᒪᕗᖓ."
I've been waiting a long time for you.," , ᐊᑯᓂᐊᓗᒃ , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , ᐃᓕᓐᓂᒃ."
I've been waiting for Tom for a long time.," , ᐊᑯᓂᐊᓗᒃ , ᐅᑕᖅᑭᓕᕋᒪ , ᑖᒻᒥᒃ."
I've been waiting for Tom for an hour.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , ᑖᒻᒥᒃ , ᐃᑲᕐᕋᒥᒃ."
I've been waiting for her for an hour.," , ᐃᑲᕐᕋᒥᒃ , ᐊᑕᐅᓯᕐᒥᒃ , ᐅᑕᖅᑭᓯᒪᓕᕋᒃᑯ."
I've been waiting for hours.," , ᐃᑲᕐᕋᒐᓵᓗᓐᓂᒃ , ᐅᑕᖅᑭᓕᕋᒪ."
I've been waiting for quite a while.," , ᐊᑯᓂᑲᓪᓚᕈᓗᒃ , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ."
I've been waiting for such a long time.," , ᐊᑯᓂᐊᓗᒃ , ᐅᑕᖅᑭᓕᕋᒪ."
I've been waiting for this day to come.," , ᐅᓪᓗᒥ , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ."
I've been waiting for you a long time.," , ᐊᑯᓂᐊᓗᒃ , ᐅᑕᖅᑭᓕᕋᒃᑭᑦ."
I've been waiting for you for over a week.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒃᑭᑦ , ᐱᓇᓱᐊᕈᓯᐅᓗᐊᖅᑐᒥᒃ."
I've been waiting for you for three hours.," , ᐃᑲᕐᕋᓂᑦ , ᐱᖓᓱᓂᑦ , ᐅᑕᖅᑭᓕᕋᒪ."
I've been waiting here for Tom since this morning.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , ᑖᒻᒥᒃ , ᐅᓪᓛᓂᑦ."
I've been waiting here for thirty minutes.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , 30-ᒥᓂᔅᒥᒃ."
I've been waiting here for two and a half hours.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , ᐃᑲᕐᕌᓐᓂᒃ , ᒪᕐᕉᓐᓂᒃ , ᐊᕝᕙᖓᓂᓪᓗ."
I've been waiting in line for over an hour.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , ᐃᑲᕐᕋᐅᓗᐊᖅᑐᒥᒃ."
I've been waiting in line for thirty minutes.," , ᐅᑕᖅᑭᓯᒪᒐᒪ , 30-ᒥᓂᔅᒥᒃ."
I've been waiting quite a while.," , ᐊᑯᓂᑲᓪᓚᕈᓗᒃ , ᐅᑕᖅᑭᓕᕋᒪ."
I've been waiting since 2:30.," , ᐅᑕᖅᑭᓯᒪᓕᕋᒪ , 2:30-ᒥᓂᑦ."
I've been waiting.," , ᐅᑕᖅᑭᓯᒪᒐᒪ."
I've been walking for over four hours.," , ᐱᓱᑲᑕᓕᕋᒪ , ᐃᑲᕐᕋᑦ , ᑎᓴᒪᑦ , ᐅᖓᑖᓄᑦ."
I've been wanting to do this for a very long time.," , ᑕᒪᓐᓇ , ᐊᑯᓂᒃ , ᐱᓕᕆᐊᕆᔪᒪᓯᒪᓕᕋᒃᑯ."
I've been wanting to learn French for a long time.," , ᐅᐃᕖᑎᑐᑦ , ᐃᓕᒍᒪᓯᒪᓕᕋᒪ , ᐊᑯᓂᐊᓗᒃ."
I've been with Tom for a long time.," , ᑖᒥ , ᐊᑯᓂᒻᒪᕆᒃ , ᐱᖃᑎᒋᓯᒪᓕᖅᑕᕋ."
I've been working all day.," , ᐅᓪᓗᓕᒫᖅ , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᔪᖓ."
I've been working all my life.," , ᐃᓅᓯᓕᒫᓐᓂ , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᕗᖓ."
I've been working here for a few years.," , ᑕᒫᓂ , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᓕᕋᒪ , ᐊᕐᕌᒍᒐᓚᓐᓄᑦ."
I've been working here for many years.," , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᓕᕋᒪ , ᐊᒥᓱᓂᒃ , ᐊᕐᕌᒍᓂᒃ."
I've been working here for several years.," , ᑕᒫᓂ , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᓕᕋᒪ , ᐊᕐᕌᒍᒐᓚᓐᓄᑦ."
I've been working here for three years now.," , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᓕᕋᒪ , ᐊᕐᕌᒍᓄᑦ , ᐱᖓᓱᓄᑦ."
I've been working on a novel.," , ᐱᓕᕆᐊᖃᖅᓯᒪᕗᖓ , ᓄᑖᒥᒃ."
I've been working on it.," , ᑕᒪᓐᓇ , ᐱᓕᕆᐊᕆᓯᒪᓕᖅᑕᕋ."
I've been working on this for three years.," , ᑕᒪᓐᓇ , ᐱᓕᕆᐊᕆᓯᒪᓕᖅᑕᕋ , ᐊᕐᕌᒍᓄᑦ , ᐱᖓᓱᓄᑦ."
I've been working since I was thirteen.," , ᐃᖅᑲᓇᐃᔭᖅᓯᒪᕗᖓ , 13-ᖑᓚᐅᖅᓯᒪᒐᒪᓂᑦ."
I've been writing letters all morning.," , ᐅᓪᓛᓕᒫᖅ , ᑎᑎᕋᑲᑕᒃᑲᒪ."
I've been wrong before.," , ᑕᒻᒪᖃᑦᑕᖅᓯᒪᕗᖓ."
I've begun doing that.," , ᑕᐃᒪᐃᓕᐅᖅᐸᓪᓕᐊᓕᖅᑐᖓ."
I've booked a table for four.," , ᑎᓴᒪᓄᑦ , ᓵᓕᐅᖅᓯᒪᔪᖓ."
I've bought a car.," , ᓄᓇᓯᐅᑎᑖᖅᓯᒪᕗᖓ."
I've bought a cup of coffee.," , ᑳᐱᑖᖅᓯᒪᕗᖓ."
I've bought a new pair of sunglasses.," , ᓄᑖᓂᒃ , ᐃᒡᒑᓐᓂᒃ , ᓂᐅᕕᖅᓯᒪᔪᖓ."
I've bought myself a trumpet.," , ᓇᒻᒥᓂᖅ , ᓂᐅᕕᖅᓯᒪᕗᖓ , ᐸᑎᒥᒃ."
I've bought the same camera as you have.," , ᐊᑦᔨᓴᐃᓐᓇᖓᓂᒃ , ᐊᑦᔨᓕᐅᕈᑎᖃᖅᓯᒪᕗᖓ."
I've broken my glasses.," , ᐃᒡᒑᒃᑲ , ᓯᖁᒥᓯᒪᒐᒃᑭᑦ."
I've brought a cup of coffee.," , ᑳᐱᑐᖅᓯᒪᕗᖓ."
I've brought lunch.," , ᐅᓪᓗᕈᕐᒥᑕᖅᑎᑦᑎᓯᒪᕗᖓ."
I've brought you a little something.," , ᓇᔅᓴᖅᓯᒪᒐᒃᑭᑦ , ᒥᑭᔪᕈᓗᒻᒥᒃ."
I've brought you something to eat.," , ᓇᒃᓴᖅᓯᒪᒐᒃᑭᑦ , ᓂᕆᓂᐊᖅᑕᕐᓂᒃ."
I've burned myself badly.," , ᐃᒻᒥᓂᒃ , ᐃᑭᑲᒻᒪᔅᓯᒪᒐᒪ."
I've burnt the toast.," , ᐃᒐᐅᑉ , ᐃᓗᐊᓂ , ᐆᓯᒪᕙᕋ."
I've called a doctor.," , ᓘᑦᑖᒧᑦ , ᐅᖄᓚᓯᒪᔪᖓ."
I've called the other parents.," , ᐅᖄᓚᖃᑦᑕᕐᓯᒪᔪᖓ , ᐊᓯᖏᓐᓄᑦ , ᐊᖓᔪᖅᑳᕆᔭᐅᔪᓄᑦ."
I've caught a bad cold.," , ᓄᕙᓕᓚᐅᕋᒪ."
I've caught a terrible cold.," , ᓄᕙᓕᓚᐅᕋᒪ."
I've changed jobs.," , ᐊᓯᔾᔨᖅᓯᒪᕙᒃᑲ , ᐃᖅᑲᓇᐃᔮᑦ."
I've changed my job.," , ᐃᖅᑲᓇᐃᔮᕋ , ᐊᓯᔾᔨᖅᑕᕋ."
I've changed my mind.," , ᐃᓱᒪᒐ , ᐊᓯᔾᔨᖅᑕᕋ."
I've changed my website's layout.," , ᐊᓯᔾᔨᖅᓯᒪᕙᕋ , ᐃᑭᐊᖅᑭᕕᒐ , ᐋᖅᑭᒃᓯᒪᓂᖓ."
I've changed the plan.," , ᐊᓯᔾᔨᖅᓯᒪᔭᕋ , ᐸᕐᓇᐅᑦ."
I've changed.," , ᐊᓯᔾᔨᖅᓯᒪᓕᕋᒪ."
I've checked.," , ᖃᐅᔨᒋᐊᖅᓯᒪᕗᖓ."
I've climbed Mt. Fuji twice.," , ᒪᔪᖅᓯᒪᕗᖓ , ᒪᔪᖅᑐᖓ , ᒪᔪᖅᑐᖓ.1 , ᒪᕐᕈᐊᑎᖅᑐᖓ."
I've come for Tom.," , ᑖᒻᒨᖅᓯᒪᕗᖓ."
I've come to apologize.," , ᒪᒥᐊᑦᑐᒪᔪᖓ."
I've come to ask you a question.," , ᐊᐱᕆᓯᒪᓕᕋᒃᑭᑦ."
I've come to ask you some questions.," , ᐊᐱᖅᓱᕆᐊᖅᑐᖅᓯᒪᒐᒃᑭᑦ."
I've come to pick Tom up.," , ᑖᒻ , ᐊᐃᔅᓯᖅᓯᒪᕗᖓ."
I've come to save Tom.," , ᑖᒻ , ᐱᐅᓕᒃᖠᖅᓯᒪᕙᕋ."
"I've come to say goodbye, Tom."," , ᑕᕝᕙᐅᕗᑏᕈᒪᔪᖓ, , ᑖᒻ."
I've come to say goodbye.," , ᑕᕝᕙᐅᕗᑏᕈᒪᔪᖓ."
I've come to take what's mine.," , ᐅᕙᖓᓕ , ᐱᒐᖓ , ᐱᒐᒃᑯ."
I've confessed.," , ᐊᓱᐃᓪᓛᓗᒃᓯᒪᕗᖓ."
I've considered your request and have decided to deny it.," , ᑐᒃᓯᕋᐅᑎᒋᔭᐃᑦ , ᐃᓱᒪᒋᓯᒪᕙᕋ , ᐊᒻᒪ , ᐋᒃᑳᕈᒪᓕᖅᖢᒍ."
I've considered your request.," , ᑐᒃᓯᕋᐅᑎᒋᔭᐃᑦ , ᐃᓱᒪᒋᓯᒪᕙᕋ."
I've cut my finger.," , ᐃᓄᒐ , ᓇᑲᑎᖅᓯᒪᕙᕋ."
I've cut myself.," , ᓇᒻᒥᓂᖅ , ᓇᑲᑦᑎᓯᒪᕗᖓ."
I've decided I won't stay.," , ᑕᐃᑲᓃᖏᓐᓇᕈᒪᓕᓚᐅᖅᑐᖓ."
I've decided I'll go back to Boston by myself.," , ᐃᓱᒪᓕᓚᐅᕋᒪ , ᐅᑎᕐᓂᐊᕐᓗᖓ , ᐹᔅᑕᓐᒧᑦ."
I've decided not to do that.," , ᑕᐃᒪᐃᒍᒪᓯᒪᓐᖏᑦᑐᖓ."
I've decided that I won't stay.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ , ᑕᒫᓃᔾᔮᖏᓐᓂᓐᓂᒃ."
I've decided that I'll go back to Boston by myself.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ , ᐅᑎᕐᓂᐊᕐᓗᖓ , ᐹᔅᑕᓐᒧᑦ."
I've decided to become a teacher.," , ᐃᓕᓴᐃᔨᙳᕈᒪᓕᓚᐅᖅᑐᖓ."
I've decided to become an engineer.," , ᓴᓇᔨᕈᕈᒪᓕᓚᐅᕋᒪ."
I've decided to continue doing that.," , ᑕᒪᓐᓇ , ᑲᔪᓯᑎᑦᑐᒪᓯᒪᕙᕋ."
I've decided to do that again.," , ᑕᐃᒪᐃᒃᑲᓐᓂᕈᒪᓕᓚᐅᖅᑐᖓ."
I've decided to do that.," , ᑕᐃᒪᐃᒍᒪᓕᖅᓯᒪᕗᖓ."
I've decided to fire you.," , ᐃᑭᑎᔪᒪᓕᖅᐸᒋᑦ."
I've decided to forgive Tom.," , ᐃᓱᒪᒋᔪᓐᓇᐃᕈᒪᓕᓚᐅᖅᑕᕋ , ᑖᒻ."
I've decided to give up.," , ᓴᐱᓕᕈᒪᓕᖅᑐᖓ."
I've decided to go a little further.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ , ᑲᔪᓯᒋᐊᒃᑲᓐᓂᕈᒪᓪᓗᖓ."
I've decided to go with you.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ , ᐱᖃᑎᒋᔪᒪᓪᓗᑎᑦ."
I've decided to go.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ , ᑲᔪᓯᔪᒪᓪᓗᖓ."
I've decided to leave.," , ᐊᓂᔪᒪᓕᓚᐅᖅᑐᖓ."
I've decided to move to Australia.," , ᐋᔅᑐᕇᓕᐊᒧᑦ , ᓅᑦᑐᒪᓕᓚᐅᖅᑐᖓ."
I've decided to postpone my trip to Boston.," , ᑭᖑᕙᕆᐊᕈᒪᓕᓚᐅᖅᑕᕋ , ᐹᔅᑕᓐᒧᑦ."
I've decided to quit my job.," , ᐃᖅᑲᓇᐃᔮᕋ , ᓄᖅᑲᖅᑎᑦᑐᒪᓕᓚᐅᖅᑕᕋ."
I've decided to stop studying French.," , ᐅᐃᕖᑎᑐᑦ , ᐃᓕᓐᓂᐊᕈᓐᓃᕈᒪᓕᓚᐅᖅᑐᖓ."
I've decided to study French.," , ᐅᐃᕖᑎᑐᑦ , ᐃᓕᓐᓂᐊᕈᒪᓕᓚᐅᖅᑐᖓ."
I've decided to study abroad.," , ᑲᓇᑕᐅᑉ , ᓯᓚᑖᓄᑦ , ᐃᓕᓐᓂᐊᕈᒪᓕᖅᓯᒪᕗᖓ."
I've decided to tell Mary that I love her.," , ᒥᐊᓕ , ᐅᖃᐅᑎᔪᒪᓕᓚᐅᖅᑕᕋ , ᓇᓪᓕᒋᒐᒃᑯ."
I've decided to tell Tom what I need to do.," , ᑖᒻ , ᐅᖃᐅᑎᔪᒪᓕᓚᐅᖅᑕᕋ , ᖃᓄᐃᓕᐅᕆᐊᖃᕐᒪᖔᕐᒪ."
I've decided to wait.," , ᐅᑕᖅᑭᔪᒪᓕᓚᐅᕋᒪ."
I've decided.," , ᐃᓱᒪᓕᐅᖅᓯᒪᕗᖓ."
I've done all I can.," , ᐱᔪᓐᓇᕐᓂᓕᒫᓐᓂᒃ , ᐱᓕᕆᓯᒪᕗᖓ."
I've done all that I can.," , ᐱᔪᓐᓇᕐᓂᓕᒫᓐᓂᒃ , ᐱᓕᕆᓯᒪᕗᖓ."
I've done enough already.," , ᐱᔭᕇᕇᖅᓯᒪᔪᖓ."
I've done everything that Tom told me to do.," , ᖃᓄᓕᒫᑦᓯᐊᖅ , ᐱᓕᕆᓯᒪᔪᖓ , ᑖᒻᐅᑉ , ᐅᖃᐅᑎᓯᒪᔭᖏᓐᓂᒃ."
I've done everything.," , ᖃᓄᓕᒫᑦᓯᐊᖅ , ᐱᓕᕆᓯᒪᒐᒪ."
I've done it again.," , ᑕᐃᒪᐃᒃᑲᓐᓂᓕᕆᕗᖓ."
I've done it myself.," , ᓇᒻᒥᓂᖅ , ᐱᓕᕆᐊᕆᓯᒪᕙᕋ."
I've done it.," , ᑕᐃᒪᐃᔅᓯᒪᕗᖓ."
I've done my homework.," , ᐊᖏᕐᕋᓐᓂ , ᐃᓕᓐᓂᐊᕈᑎᒃᑲ , ᐱᔭᕇᖅᑕᒃᑲ."
I've done so.," , ᑕᐃᒪᐃᔅᓯᒪᕗᖓ."
I've done that all my life.," , ᑕᐃᒪᐃᖃᑦᑕᖅᓯᒪᕗᖓ , ᐃᓅᓯᓕᒫᓐᓂ."
I've done that before.," , ᑕᐃᒪᐃᓚᐅᖅᓯᒪᒻᒥᔪᖓ."
I've done that three times.," , ᐱᖓᓱᐊᖅᑎᖅᑐᖓ , ᑕᐃᒪᐃᖃᑦᑕᕐᓯᒪᔪᖓ."
I've done that twice.," , ᒪᕐᕈᐊᑎᖅᑐᖓ , ᑕᐃᒪᐃᔅᓯᒪᕗᖓ."
I've done that two times.," , ᒪᕐᕈᐊᑎᖅᑐᖓ , ᑕᐃᒪᐃᖃᑦᑕᕐᓯᒪᔪᖓ."
I've done time.," , ᐱᕕᒃᓴᖃᕋᒪ."
I've done what you wanted me to do.," , ᐱᓕᕆᐊᕆᓯᒪᕙᕋ , ᐱᓕᕆᐊᕆᖁᓚᐅᖅᑕᐃᑦ."
I've done what you wanted.," , ᐱᔪᒪᔭᕐᓂᒃ , ᐱᓕᕆᓯᒪᕗᖓ."
I've drunk three cups of coffee already.," , ᐋᖓᔮᓕᕇᖅᑐᖓ , ᐱᖓᓱᓂᒃ , ᐃᕐᖑᓯᕐᓂᒃ , ᑳᐱᑐᕇᖅᑐᖓ."
I've drunk way too much coffee today.," , ᐋᖓᔮᓗᐊᓕᕋᒪ , ᐅᓪᓗᒥ , ᑳᐱᑐᓗᐊᒧᑦ , ᐅᓪᓗᒥ."
I've eaten a great deal of food this week.," , ᓂᕆᓯᒪᔪᒻᒪᕆᐅᕗᖓ , ᓂᕿᑲᓪᓚᓐᓂᑦ , ᑕᒫᓂ , ᐱᓇᓱᐊᕈᓯᕐᒥᑦ."
I've eaten the apple.," , ᐋᐳᒥᒃ , ᓂᕆᓯᒪᕗᖓ."
I've eaten.," , ᓂᕆᓯᒪᕗᖓ."
I've explained everything.," , ᑭᓱᓕᒫᑦ , ᐅᖃᐅᓯᕆᓯᒪᕙᒃᑲ."
I've explained the situation to Tom.," , ᑕᒪᓐᓇ , ᐅᖃᐅᓯᕆᓯᒪᕙᕋ , ᑖᒻᒧᑦ."
I've failed.," , ᑲᔪᓯᓚᐅᙱᓐᓇᒪ."
I've fallen in love with you.," , ᓇᒡᓕᒋᕙᒋᑦ."
I've filed a complaint.," , ᐅᓐᓂᓪᓗᑦᓯᒪᕗᖓ."
I've filed for divorce.," , ᑐᓂᓯᓯᒪᕗᖓ , ᐊᕕᑦᑎᓂᕐᒧᑦ."
I've finally finished doing that.," , ᑕᒪᓐᓇ , ᐱᔭᕇᑕᐃᓐᓇᖅᑕᕋ."
I've finally found something worth doing.," , ᓇᓂᓯᑦᑕᓯᓐᓇᓕᖅᑯᖓ , ᐊᑑᑎᖃᖅᑐᒥᑦ."
I've finally found you.," , ᓇᓂᓕᑕᐃᓐᓇᖅᐸᒋᑦ."
I've finally gotten used to living here in Boston.," , ᑕᒫᓂᒥᐅᑕᐅᓕᑕᐃᓐᓇᕋᒪ , ᐹᔅᑕᓐᒥ."
I've finally made a decision.," , ᐃᓱᒪᓕᐅᑦᑕᓯᓐᓇᓕᖅᑯᖓ."
I've finished doing that already.," , ᑕᒪᓐᓇ , ᐱᔭᕇᕇᖅᑕᕋ."
I've finished eating.," , ᓂᕆᒌᕋᒪ."
I've finished my work.," , ᐱᓕᕆᐊᕋ , ᐱᔭᕇᖅᑕᕋ."
I've finished reading that book.," , ᐅᖃᓕᒫᕇᕋᒃᑯ , ᑖᓐᓇ , ᐅᖃᓕᒫᒐᖅ."
I've finished reading the book.," , ᐅᖃᓕᒫᕇᕋᒃᑯ , ᐅᖃᓕᒫᒐᖅ."
I've finished watering the flowers.," , ᐱᔭᕇᖅᑕᒃᑲ , ᐃᒪᖏᑦ , ᓄᓇᕋᐃᑦ."
I've finished.," , ᐱᔭᕇᖅᑐᖓ."
I've fixed everything.," , ᑭᓱᓕᒫᑦ , ᐋᖅᑭᑦᑕᒃᑲ."
I've fixed the radio for him.," , ᓈᓚᐅᑎᒃᑰᖅᑎᓯᒪᓕᖅᑕᕋ."
I've forgotten Tom's wife's name.," , ᐳᐃᒍᕋᒃᑯ , ᑖᒻ , ᓄᓕᐊᖓᑕ , ᐊᑎᖓ."
I've forgotten about her.," , ᐳᐃᒍᖅᓯᒪᕙᕋ."
I've forgotten her name.," , ᐳᐃᒍᕋᒃᑯ , ᐊᑎᖓ."
I've forgotten his name.," , ᐳᐃᒍᕋᒃᑯ , ᐊᑎᖓ."
I've forgotten how to do that.," , ᐳᐃᒍᖅᓯᒪᕗᖓ , ᖃᓄᖅ , ᑕᐃᒪᐃᓕᐅᕆᐊᖓ."
I've forgotten my password.," , ᐳᐃᒍᕋᒃᑯ , ᐃᓯᕈᓐᓇᐅᑎᒐ."
I've forgotten the words to that song.," , ᐳᐃᒍᖅᓯᒪᒐᒃᑭᑦ , ᐅᖃᐅᓯᖅᑕᖏᑦ , ᑖᔅᓱᒧᖓ , ᐃᙱᐅᓯᕐᒧᑦ."
I've forgotten whether it was Saturday or Sunday.," , ᐳᐃᒍᖅᓯᒪᕗᖓ , ᓯᕙᑖᕐᕕᐅᓐᓂᕋᓗᐊᖅᐸᑦ , ᓈᑦᓰᖑᔭᐅᓚᐅᕐᒪᖔᕐᓘᓐᓃᑦ."
I've forgotten your name.," , ᐊᑏᑦ , ᐳᐃᒍᕋᒃᑯ."
I've forgotten your number.," , ᐳᐃᒍᕋᒃᑯ , ᓈᓴᐅᑎᑎᑦ."
I've forgotten.," , ᐳᐃᒍᕋᒪ."
I've found a better way.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐱᐅᓂᖅᓴᒥᑦ."
I've found a good job.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᖅᑲᓇᐃᔮᑦᑎᐊᕙᒻᒥᑦ."
I've found a job for you.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᖅᑲᓇᐃᔮᒃᓴᒥᒃ , ᐃᓕᖕᓄᑦ."
I've found a job in Australia.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᖅᑲᓇᐃᔮᒥᒃ , ᐋᔅᑐᕋᐃᓕᐊᒥ."
I've found a job.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᖅᑲᓇᐃᔮᒥᒃ."
I've found a new job.," , ᓇᓂᓯᓯᒪᕗᖓ , ᓄᑖᒥᒃ , ᐃᖅᑲᓇᐃᔮᒥᒃ."
I've found another job.," , ᐊᓯᐊᓂᒃ , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᖅᑲᓇᐃᔮᒥᒃ."
I've found it.," , ᓇᓂᕙᕋ."
I've found myself a girlfriend.," , ᓇᓂᓯᓯᒪᕗᖓ , ᓇᒻᒥᓂᖅ , ᐱᖃᓐᓂᕆᔭᓐᓂᒃ."
I've found the answer.," , ᓇᓂᕙᕋ , ᑭᐅᔾᔪᑎᖓ."
I've found the key.," , ᓇᓂᕙᕋ , ᐱᓪᓗᐊᑕᐅᓂᖓ."
I've found the leak.," , ᕿᕐᓛᕐᓂᖓ , ᓇᓂᕙᕋ."
I've found you a job.," , ᐃᖅᑲᓇᐃᔮᓐᓂᒃ , ᓇᓂᓯᓯᒪᕗᖓ."
I've found you an apartment.," , ᓇᓂᓯᓯᒪᕗᖓ , ᐃᓪᓗᒥᑦ."
I've gained weight.," , ᖁᐃᒃᑎᑉᐸᓪᓕᐊᔪᖓ."
I've given up on the idea of buying a house.," , ᓴᐱᓕᖅᓯᒪᕗᖓ , ᐃᓪᓗᑖᕆᐊᖓ."
I've given up smoking.," , ᓴᐱᓕᖅᓯᒪᕗᖓ , ᓯᒡᒐᓕᐊᖅᑐᕐᓂᕐᒥᒃ."
I've got ID.," , ᓇᓗᓇᐃᒃᑯᑕᖃᖅᑐᖓ."
I've got Tom's address somewhere on my computer.," , ᑖᒻᐅᑉ , ᑐᕌᕈᑖ , ᓇᒥᑭᐊᖅ , ᖃᕆᑕᐅᔭᓐᓂ."
